scope,itemId,totalMcq,correctLongestCount,correctLongestPct,correctIndex,correctWordLength,longestDistractorWordLength,correctCharLength,longestDistractorCharLength,severity,result,notes,lessonId,sourceId
"batch","batch","5","4","0.8","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 80% of MCQs.","cmpdkug6d00s6evu96gaij95v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkvdwd00seevu9uhnbiq9v:guidedPractice:1","1","1","1","0","8","12","65","64","INFO","PASS","Correct choice length is within threshold.","cmpdkvdwd00seevu9uhnbiq9v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkvdwd00seevu9uhnbiq9v:independentPractice:1","1","1","1","0","7","8","53","52","INFO","PASS","Correct choice length is within threshold.","cmpdkvdwd00seevu9uhnbiq9v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkvdwd00seevu9uhnbiq9v:independentPractice:4","1","0","0","2","8","8","61","61","INFO","PASS","Correct choice length is within threshold.","cmpdkvdwd00seevu9uhnbiq9v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkvdwd00seevu9uhnbiq9v:exitTicket:1","1","0","0","0","10","10","69","75","INFO","PASS","Correct choice length is within threshold.","cmpdkvdwd00seevu9uhnbiq9v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkvdwd00seevu9uhnbiq9v:masteryCheck:1","1","1","1","2","10","11","76","60","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by -1 words and 27% chars.","cmpdkvdwd00seevu9uhnbiq9v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","5","3","0.6","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 60% of MCQs.","cmpdkvdwd00seevu9uhnbiq9v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkyfnl00spevu98inu218g:guidedPractice:1","1","1","1","2","16","16","110","100","INFO","PASS","Correct choice length is within threshold.","cmpdkyfnl00spevu98inu218g","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkyfnl00spevu98inu218g:independentPractice:1","1","1","1","0","30","22","207","132","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 8 words and 57% chars.","cmpdkyfnl00spevu98inu218g","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkyfnl00spevu98inu218g:independentPractice:4","1","1","1","0","19","17","125","102","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 23% chars.","cmpdkyfnl00spevu98inu218g","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkyfnl00spevu98inu218g:masteryCheck:1","1","1","1","0","25","18","143","99","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 7 words and 44% chars.","cmpdkyfnl00spevu98inu218g","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","4","4","1","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 100% of MCQs.","cmpdkyfnl00spevu98inu218g","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkztnq00t2evu911zhtoy9:independentPractice:4","1","0","0","3","6","7","41","47","INFO","PASS","Correct choice length is within threshold.","cmpdkztnq00t2evu911zhtoy9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkztnq00t2evu911zhtoy9:exitTicket:1","1","0","0","0","10","12","49","60","INFO","PASS","Correct choice length is within threshold.","cmpdkztnq00t2evu911zhtoy9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkztnq00t2evu911zhtoy9:masteryCheck:1","1","0","0","3","9","9","53","53","INFO","PASS","Correct choice length is within threshold.","cmpdkztnq00t2evu911zhtoy9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdkztnq00t2evu911zhtoy9:masteryCheck:3","1","0","0","0","6","9","39","58","INFO","PASS","Correct choice length is within threshold.","cmpdkztnq00t2evu911zhtoy9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","4","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdkztnq00t2evu911zhtoy9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl2lpd00tcevu9k8pq4w4i:guidedPractice:3","1","1","1","0","9","8","54","46","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 17% chars.","cmpdl2lpd00tcevu9k8pq4w4i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl2lpd00tcevu9k8pq4w4i:independentPractice:3","1","1","1","0","11","11","76","73","INFO","PASS","Correct choice length is within threshold.","cmpdl2lpd00tcevu9k8pq4w4i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl2lpd00tcevu9k8pq4w4i:masteryCheck:3","1","0","0","1","9","10","54","58","INFO","PASS","Correct choice length is within threshold.","cmpdl2lpd00tcevu9k8pq4w4i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","3","2","0.6667","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 67% of MCQs.","cmpdl2lpd00tcevu9k8pq4w4i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl4tel00tlevu9cl8zx5pw:guidedPractice:1","1","1","1","0","8","8","53","51","INFO","PASS","Correct choice length is within threshold.","cmpdl4tel00tlevu9cl8zx5pw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl4tel00tlevu9cl8zx5pw:independentPractice:1","1","0","0","1","7","8","49","51","INFO","PASS","Correct choice length is within threshold.","cmpdl4tel00tlevu9cl8zx5pw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl4tel00tlevu9cl8zx5pw:independentPractice:4","1","0","0","2","6","8","42","45","INFO","PASS","Correct choice length is within threshold.","cmpdl4tel00tlevu9cl8zx5pw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl4tel00tlevu9cl8zx5pw:exitTicket:1","1","1","1","0","10","9","55","59","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdl4tel00tlevu9cl8zx5pw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl4tel00tlevu9cl8zx5pw:masteryCheck:1","1","1","1","1","11","9","60","56","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 7% chars.","cmpdl4tel00tlevu9cl8zx5pw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","5","3","0.6","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 60% of MCQs.","cmpdl4tel00tlevu9cl8zx5pw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl8ydo00u6evu9etp7qt32:guidedPractice:1","1","1","1","0","9","4","54","29","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 5 words and 86% chars.","cmpdl8ydo00u6evu9etp7qt32","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl8ydo00u6evu9etp7qt32:independentPractice:1","1","1","1","1","9","9","58","56","INFO","PASS","Correct choice length is within threshold.","cmpdl8ydo00u6evu9etp7qt32","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl8ydo00u6evu9etp7qt32:independentPractice:4","1","0","0","0","6","9","39","48","INFO","PASS","Correct choice length is within threshold.","cmpdl8ydo00u6evu9etp7qt32","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdl8ydo00u6evu9etp7qt32:masteryCheck:1","1","0","0","0","6","8","30","51","INFO","PASS","Correct choice length is within threshold.","cmpdl8ydo00u6evu9etp7qt32","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","4","2","0.5","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 50% of MCQs.","cmpdl8ydo00u6evu9etp7qt32","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlbjuf00ujevu9v3rwynp1:guidedPractice:1","1","1","1","1","3","3","23","20","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 15% chars.","cmpdlbjuf00ujevu9v3rwynp1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlbjuf00ujevu9v3rwynp1:guidedPractice:3","1","0","0","1","6","6","29","35","INFO","PASS","Correct choice length is within threshold.","cmpdlbjuf00ujevu9v3rwynp1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlbjuf00ujevu9v3rwynp1:independentPractice:1","1","0","0","0","3","7","28","55","INFO","PASS","Correct choice length is within threshold.","cmpdlbjuf00ujevu9v3rwynp1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlbjuf00ujevu9v3rwynp1:independentPractice:3","1","1","1","1","8","6","36","31","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 16% chars.","cmpdlbjuf00ujevu9v3rwynp1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlbjuf00ujevu9v3rwynp1:independentPractice:4","1","0","0","0","3","7","22","59","INFO","PASS","Correct choice length is within threshold.","cmpdlbjuf00ujevu9v3rwynp1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlbjuf00ujevu9v3rwynp1:masteryCheck:1","1","0","0","0","3","7","28","62","INFO","PASS","Correct choice length is within threshold.","cmpdlbjuf00ujevu9v3rwynp1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlbjuf00ujevu9v3rwynp1:masteryCheck:3","1","1","1","1","6","6","39","29","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 34% chars.","cmpdlbjuf00ujevu9v3rwynp1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","7","3","0.4286","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 43% of MCQs.","cmpdlbjuf00ujevu9v3rwynp1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdldlmy00usevu9olw2a5s9:guidedPractice:1","1","0","0","0","5","8","35","48","INFO","PASS","Correct choice length is within threshold.","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdldlmy00usevu9olw2a5s9:guidedPractice:3","1","0","0","2","13","14","79","85","INFO","PASS","Correct choice length is within threshold.","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdldlmy00usevu9olw2a5s9:independentPractice:1","1","1","1","0","9","11","74","70","INFO","PASS","Correct choice length is within threshold.","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdldlmy00usevu9olw2a5s9:independentPractice:3","1","1","1","0","24","22","147","136","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 8% chars.","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdldlmy00usevu9olw2a5s9:independentPractice:4","1","1","1","0","9","10","52","45","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by -1 words and 16% chars.","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdldlmy00usevu9olw2a5s9:exitTicket:2","1","0","0","0","11","13","70","83","INFO","PASS","Correct choice length is within threshold.","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdldlmy00usevu9olw2a5s9:masteryCheck:1","1","1","1","0","11","10","68","64","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdldlmy00usevu9olw2a5s9:masteryCheck:3","1","1","1","0","18","18","116","111","INFO","PASS","Correct choice length is within threshold.","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","8","5","0.625","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 63% of MCQs.","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlho4i00v2evu9xsy6kkqv:guidedPractice:2","1","0","0","0","2","6","6","31","INFO","PASS","Correct choice length is within threshold.","cmpdlho4i00v2evu9xsy6kkqv","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlho4i00v2evu9xsy6kkqv:independentPractice:2","1","0","0","1","2","5","6","33","INFO","PASS","Correct choice length is within threshold.","cmpdlho4i00v2evu9xsy6kkqv","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlho4i00v2evu9xsy6kkqv:independentPractice:4","1","0","0","0","2","5","6","43","INFO","PASS","Correct choice length is within threshold.","cmpdlho4i00v2evu9xsy6kkqv","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlho4i00v2evu9xsy6kkqv:exitTicket:1","1","0","0","0","5","5","27","36","INFO","PASS","Correct choice length is within threshold.","cmpdlho4i00v2evu9xsy6kkqv","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlho4i00v2evu9xsy6kkqv:exitTicket:2","1","0","0","1","2","5","6","33","INFO","PASS","Correct choice length is within threshold.","cmpdlho4i00v2evu9xsy6kkqv","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlho4i00v2evu9xsy6kkqv:masteryCheck:2","1","0","0","0","2","6","6","46","INFO","PASS","Correct choice length is within threshold.","cmpdlho4i00v2evu9xsy6kkqv","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","6","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdlho4i00v2evu9xsy6kkqv","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlpsjw00vlevu9e9fvdv3y:guidedPractice:1","1","1","1","0","6","6","46","44","INFO","PASS","Correct choice length is within threshold.","cmpdlpsjw00vlevu9e9fvdv3y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlpsjw00vlevu9e9fvdv3y:independentPractice:1","1","0","0","0","4","5","25","29","INFO","PASS","Correct choice length is within threshold.","cmpdlpsjw00vlevu9e9fvdv3y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlpsjw00vlevu9e9fvdv3y:independentPractice:4","1","1","1","0","7","6","42","37","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdlpsjw00vlevu9e9fvdv3y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlpsjw00vlevu9e9fvdv3y:exitTicket:1","1","0","0","0","4","4","25","28","INFO","PASS","Correct choice length is within threshold.","cmpdlpsjw00vlevu9e9fvdv3y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlpsjw00vlevu9e9fvdv3y:masteryCheck:1","1","1","1","0","6","5","41","39","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdlpsjw00vlevu9e9fvdv3y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","5","3","0.6","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 60% of MCQs.","cmpdlpsjw00vlevu9e9fvdv3y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlq62v00vtevu9szk9s8yr:independentPractice:1","1","0","0","0","5","9","30","51","INFO","PASS","Correct choice length is within threshold.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlq62v00vtevu9szk9s8yr:independentPractice:2","1","1","1","0","6","7","39","36","INFO","PASS","Correct choice length is within threshold.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlq62v00vtevu9szk9s8yr:independentPractice:3","1","1","1","1","7","6","50","39","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 28% chars.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlq62v00vtevu9szk9s8yr:exitTicket:1","1","0","0","0","8","9","66","67","INFO","PASS","Correct choice length is within threshold.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlq62v00vtevu9szk9s8yr:masteryCheck:1","1","0","0","1","7","7","43","44","INFO","PASS","Correct choice length is within threshold.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","5","2","0.4","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 40% of MCQs.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlulcl00wdevu9b1iewyb7:independentPractice:4","1","1","1","0","6","6","40","39","INFO","PASS","Correct choice length is within threshold.","cmpdlulcl00wdevu9b1iewyb7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","1","1","1","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 100% of MCQs.","cmpdlulcl00wdevu9b1iewyb7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlsfwi00w4evu9g1q6o1a2:guidedPractice:1","1","0","0","2","3","7","20","61","INFO","PASS","Correct choice length is within threshold.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlsfwi00w4evu9g1q6o1a2:independentPractice:1","1","0","0","0","2","3","12","23","INFO","PASS","Correct choice length is within threshold.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlsfwi00w4evu9g1q6o1a2:independentPractice:2","1","0","0","1","7","9","51","56","INFO","PASS","Correct choice length is within threshold.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlsfwi00w4evu9g1q6o1a2:independentPractice:3","1","0","0","1","2","3","13","23","INFO","PASS","Correct choice length is within threshold.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlsfwi00w4evu9g1q6o1a2:exitTicket:1","1","1","1","3","3","3","23","20","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 15% chars.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlsfwi00w4evu9g1q6o1a2:masteryCheck:1","1","0","0","2","3","3","20","23","INFO","PASS","Correct choice length is within threshold.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlsfwi00w4evu9g1q6o1a2:masteryCheck:2","1","1","1","1","8","9","58","56","INFO","PASS","Correct choice length is within threshold.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","7","2","0.2857","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlz5ik00wxevu9l87lwmwy:guidedPractice:1","1","0","0","3","6","7","36","42","INFO","PASS","Correct choice length is within threshold.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlz5ik00wxevu9l87lwmwy:guidedPractice:3","1","0","0","1","4","5","29","35","INFO","PASS","Correct choice length is within threshold.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlz5ik00wxevu9l87lwmwy:independentPractice:1","1","0","0","3","6","8","33","36","INFO","PASS","Correct choice length is within threshold.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlz5ik00wxevu9l87lwmwy:independentPractice:3","1","1","1","1","9","6","47","35","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 3 words and 34% chars.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlz5ik00wxevu9l87lwmwy:exitTicket:1","1","0","0","2","6","6","31","36","INFO","PASS","Correct choice length is within threshold.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdlz5ik00wxevu9l87lwmwy:masteryCheck:1","1","1","1","1","7","6","40","34","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 18% chars.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","6","2","0.3333","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm0xwm00x5evu9wld8xp8n:guidedPractice:1","1","0","0","0","4","4","41","41","INFO","PASS","Correct choice length is within threshold.","cmpdm0xwm00x5evu9wld8xp8n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm0xwm00x5evu9wld8xp8n:independentPractice:1","1","1","1","1","8","7","64","57","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdm0xwm00x5evu9wld8xp8n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm0xwm00x5evu9wld8xp8n:independentPractice:2","1","1","1","1","1","1","12","9","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 33% chars.","cmpdm0xwm00x5evu9wld8xp8n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm0xwm00x5evu9wld8xp8n:exitTicket:1","1","1","1","1","9","4","51","28","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 5 words and 82% chars.","cmpdm0xwm00x5evu9wld8xp8n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm0xwm00x5evu9wld8xp8n:masteryCheck:1","1","0","0","0","6","8","41","64","INFO","PASS","Correct choice length is within threshold.","cmpdm0xwm00x5evu9wld8xp8n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","5","3","0.6","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 60% of MCQs.","cmpdm0xwm00x5evu9wld8xp8n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm34am00xlevu9wg4syc6i:guidedPractice:1","1","1","1","1","10","10","68","44","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 55% chars.","cmpdm34am00xlevu9wg4syc6i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm34am00xlevu9wg4syc6i:independentPractice:1","1","0","0","1","7","10","33","50","INFO","PASS","Correct choice length is within threshold.","cmpdm34am00xlevu9wg4syc6i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm34am00xlevu9wg4syc6i:independentPractice:2","1","0","0","0","5","7","27","34","INFO","PASS","Correct choice length is within threshold.","cmpdm34am00xlevu9wg4syc6i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm34am00xlevu9wg4syc6i:exitTicket:1","1","1","1","0","11","6","63","29","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 5 words and 117% chars.","cmpdm34am00xlevu9wg4syc6i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm34am00xlevu9wg4syc6i:masteryCheck:2","1","0","0","1","7","10","32","55","INFO","PASS","Correct choice length is within threshold.","cmpdm34am00xlevu9wg4syc6i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"batch","batch","5","2","0.4","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 40% of MCQs.","cmpdm34am00xlevu9wg4syc6i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm9r6u00y9evu91a1pnqzz:guidedPractice:1","1","0","0","1","2","2","10","10","INFO","PASS","Correct choice length is within threshold.","cmpdm9r6u00y9evu91a1pnqzz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
"item","cmpdm9r6u00y9evu91a1pnqzz:independentPractice:1","1","0","0","0","2","7","10","53","INFO","PASS","Correct choice length is within threshold.","cmpdm9r6u00y9evu91a1pnqzz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_TEST"
